REGIAO,UF,MUNICIPIO,REVENDA,CNPJ,LOGRADOURO,NUMERO,COMPLEMENTO,BAIRRO,CEP,PRODUTO,DT_COLETA,VL_VENDA,VL_COMPRA,UN_MEDIDA,BANDEIRA
NE,BA,GUANAMBI,ANDERSON XAVIER ROCHA, 32.222.966/0001-60,AVENIDA TIRADENTES,1423,,LAGOINHA,46430-000,GLP,05/07/2021,85,,R$ / 13 kg,BAHIANA
NE,PE,ARARIPINA,ELIANE SILVA SANTANA, 31.698.836/0001-35,SITIO SAUNA,89,,ZONA RURAL,56280-000,GLP,05/07/2021,95,,R$ / 13 kg,BAHIANA
SE,SP,ARARAQUARA,FORTE GAS E REGIAO LTDA, 31.210.927/0002-60,RUA DOUTOR JOSE LOGATTI,824,,JARDIM ROBERTO SELMI DEI,14806-344,GLP,05/07/2021,95,,R$ / 13 kg,CONSIGAZ
SE,SP,VOTUPORANGA,AUTO POSTO CAFE PAULISTA LTDA, 14.731.374/0001-91,RUA TOCANTINS,3320,,VILA MARIN,15505-189,GLP,05/07/2021,87,,R$ / 13 kg,LIQUIGÁS
CO,MT,VARZEA GRANDE,PADILHA REDE DE GAS EIRELI, 30.647.033/0001-99,RUA PRESIDENTE AFONSO PENA (LOT VI IPASE),140,,CENTRO-SUL,78125-180,GLP,05/07/2021,115,,R$ / 13 kg,BRANCA
SE,SP,TABOAO DA SERRA,PROGRESSO COMERCIO E ENTREGA DE GAS LTDA, 31.628.368/0001-22,AVENIDA LAURITA ORTEGA MARI,2000,,PARQUE PINHEIROS,06766-361,GLP,05/07/2021,95.99,,R$ / 13 kg,ULTRAGAZ
N,AM,MANAUS,M LEAL CRUZ & CIA LIMITADA, 22.729.924/0001-66,RUA HOKKAIDO,8,QD A LT 8                 LT ORIENT,PARQUE 10 DE NOVEMBRO,69054-664,GLP,05/07/2021,93,,R$ / 13 kg,FOGAS
SE,MG,MANHUACU,MERCANTIL DISTRIBUIDORA DE GAS LTDA, 32.871.588/0001-45,AVENIDA PRESIDENTE TANCREDO NEVES,697,,POUSO ALEGRE,36904-076,GLP,05/07/2021,85,,R$ / 13 kg,ULTRAGAZ
SE,SP,HORTOLANDIA,HORTOLANDIA COMERCIO DE GLP LTDA, 31.664.181/0001-84,RUA DE LUIZ CAMILO DE CAMARGO,1900,,JARDIM SANTANA,13184-555,GLP,05/07/2021,79.99,,R$ / 13 kg,LIQUIGÁS
S,PR,PARANAGUA,DURAMASTER COMERCIO DE GAS LTDA, 32.911.764/0001-25,AVENIDA BENTO MUNHOZ DA ROCHA NETO,3093,,JARDIM SAMAMBAIA,83209-000,GLP,05/07/2021,80,,R$ / 13 kg,SUPERGASBRAS ENERGIA
N,AM,MANAUS,MARIA OCILENE FERREIRA BEZERRA, 12.477.070/0001-14,RUA SAO JOAO,225,,SANTO ANTONIO,69029-240,GLP,05/07/2021,96,,R$ / 13 kg,AMAZONGÁS
N,AM,MANAUS,DAIANA Q. CADAXO, 21.609.612/0001-56,RUA BARAO DO RIO BRANCO,15,LOTE  PQ LARANJEIRAS,FLORES,69058-581,GLP,05/07/2021,100,,R$ / 13 kg,AMAZONGÁS
N,AM,MANAUS,DAIANA Q CADAXO EIRELI, 31.809.045/0001-35,RUA ALTIVA NOGUEIRA,1,,NOVO ALEIXO,69058-289,GLP,05/07/2021,100,,R$ / 13 kg,AMAZONGÁS
S,RS,PORTO ALEGRE,ASCENCO. DE LISBOA COMERCIO DE GAS E AGUA LTDA., 32.258.851/0001-25,RUA FREDERICO ETZBERGER,543,,NONOAI,91720-510,GLP,05/07/2021,89,,R$ / 13 kg,LIQUIGÁS
SE,SP,SANTOS,SANTOSS FORTE GASS EIRELI, 32.901.158/0001-29,AVENIDA AFFONSO PENNA,285,,MACUCO,11020-001,GLP,05/07/2021,87.99,,R$ / 13 kg,CONSIGAZ
NE,BA,GUANAMBI,ROGER PROFETA, 31.163.655/0001-04,AVENIDA SENADOR NILO COELHO,114,DEPOSITO,SANDOVAL MORAES,46430-000,GLP,05/07/2021,85,,R$ / 13 kg,NACIONAL GÁS BUTANO
SE,SP,MIRASSOL,AUTO POSTO PASSARELLA DE MIRASSOL LTDA, 02.702.532/0001-04,AVENIDA MODESTO JOSE MOREIRA JR,2811,,PORTAL,15130-001,GLP,05/07/2021,94.99,,R$ / 13 kg,BRANCA
N,TO,GURUPI,WJ DOURADO EIRELI, 29.596.770/0001-20,AVENIDA BAHIA,2111,QUADRA222                 LOTE  01,SETOR CENTRAL,77410-100,GLP,05/07/2021,100,,R$ / 13 kg,BRANCA
SE,SP,PARAGUACU PAULISTA,WESLEY SILVERIO DOS SANTOS, 33.084.316/0001-68,RUA DOS VIEIRAS,542,,BARRA FUNDA,19700-000,GLP,05/07/2021,90,,R$ / 13 kg,NACIONAL GÁS BUTANO
NE,BA,ILHEUS,GASLINK COMERCIO VAREJISTA DE GLP LTDA, 31.649.014/0001-64,AVENIDA NOSSA SENHORA APARECIDA,S/N,LOTEAMENTO                VIVENDAS                  ATLANTICO I         QUADRA02                  LOTE  02 E 02A,NOSSA SENHORA DA VITORIA,45655-506,GLP,05/07/2021,90,,R$ / 13 kg,BAHIANA
N,TO,GURUPI,ELIZANDRO SOUSA SILVA, 31.255.673/0001-16,RUA 3,405,QUADRA 10 LOTE 09,VILA SAO JOSE,77411-070,GLP,05/07/2021,105,,R$ / 13 kg,LIQUIGÁS
NE,PB,CAMPINA GRANDE,GS COMERCIO VAREJISTA DE GAS GLP LTDA, 23.250.011/0001-25,AVENIDA SENADOR ARGEMIRO DE FIGUEIREDO,1280,,SANDRA CAVALCANTE,58410-666,GLP,05/07/2021,79,,R$ / 13 kg,BAHIANA
SE,SP,ITU,CEMA DISTRIBUIDORA DE GAS E AGUA LTDA, 30.577.773/0001-04,RUA IGNACIO RODRIGUES D'AVILA,667,B,VILA PADRE BENTO,13313-020,GLP,05/07/2021,89,,R$ / 13 kg,SUPERGASBRAS ENERGIA
N,TO,GURUPI,EDMUNDO NONATO DE ABREU, 32.205.003/0001-58,ALAMEDA DAS ACACIAS,52,QUADRA15                  LOTE  02,JARDIM BOULEVARD,77441-112,GLP,05/07/2021,105,,R$ / 13 kg,LIQUIGÁS
NE,PB,JOAO PESSOA,ROCHA COMERCIO DE GAS EIRELI, 33.916.134/0001-06,RUA DEPUTADO BARRETO SOBRINHO,9,SALA  00002,TAMBIA,58020-680,GLP,05/07/2021,85,,R$ / 13 kg,MINASGAS
SE,SP,BOTUCATU,ZILO COMERCIO DE GAS LTDA, 06.124.988/0008-53,RUA JOSEPHINA PINHEIRO MACHADO,25,,CONJUNTO RESIDENCIAL FREI FIDELIS,18606-100,GLP,05/07/2021,80,,R$ / 13 kg,BRANCA
SE,MG,BELO HORIZONTE,LH COMERCIO VAREJISTA DE GAS LTDA, 33.178.754/0001-95,RUA PROFESSOR RUBENS GUELLI,277,LETRA A,JARDIM GUANABARA,31742-227,GLP,05/07/2021,94,,R$ / 13 kg,NACIONAL GÁS BUTANO
S,SC,JOINVILLE,THIAGO FELIPE LIMA DE MACEDO, 13.098.905/0001-98,RUA TUPY,1450,,SAO MARCOS,89214-405,GLP,05/07/2021,92,,R$ / 13 kg,BRANCA
SE,SP,PRAIA GRANDE,GAS SANTOS E MACEDO LTDA, 32.783.527/0001-26,RUA SERGIO GREGORIO,144,,VILA SONIA,11722-170,GLP,05/07/2021,88,,R$ / 13 kg,ULTRAGAZ
SE,SP,CAMPINAS,V.F.S COMERCIO DE GAS LTDA, 08.210.961/0002-13,RUA JOSE ROSOLEM,237,,JARDIM LONDRES,13060-222,GLP,05/07/2021,84.99,,R$ / 13 kg,CONSIGAZ
S,PR,CURITIBA,AIDARGAS COMERCIO DE GAS LTDA, 05.890.772/0002-40,AVENIDA MARECHAL MASCARENHAS DE MORAES,2200,,ATUBA,82620-300,GLP,05/07/2021,82,,R$ / 13 kg,NACIONAL GÁS BUTANO
SE,MG,PASSOS,GIRLENE DOS REIS, 29.931.063/0001-43,AVENIDA JUCA STOCKLER,3086,,ACLIMACAO,37901-735,GLP,05/07/2021,88,,R$ / 13 kg,SUPERGASBRAS ENERGIA
SE,MG,SAO SEBASTIAO DO PARAISO,PAULO ARAUJO E CIA LTDA, 24.902.512/0002-92,RUA VEREADOR ALFREDO RIBEIRO ALVES,158,,VILA HELENA I,37950-000,GLP,05/07/2021,85,,R$ / 13 kg,SUPERGASBRAS ENERGIA
NE,RN,MOSSORO,NOGUEIRA E XAXA COMERCIO DE GAS LTDA, 34.745.057/0001-31,AVENIDA ABOLICAO,66,LETRA E,PLANALTO 13 DE MAIO,59633-540,GLP,05/07/2021,90,,R$ / 13 kg,LIQUIGÁS
NE,PB,JOAO PESSOA,LITORAL SUL COMERCIO DE GAS LTDA, 33.677.104/0001-94,RUA MARIA DA GLORIA VILARIN DIAS PINTO,15,,VALENTINA DE FIGUEIREDO,58063-120,GLP,05/07/2021,82,,R$ / 13 kg,NACIONAL GÁS BUTANO
SE,SP,ITAPECERICA DA SERRA,PITOCO COMERCIO DE GAS EIRELI, 34.842.915/0001-66,RODOVIA ARMANDO SALLES,6249,,RECREIO CAMPESTRE,06856-000,GLP,05/07/2021,85,,R$ / 13 kg,LIQUIGÁS
S,PR,PARANAGUA,TODO' GAS COMERCIO DE GAS EIRELI, 33.934.213/0001-40,AVENIDA BELMIRO SEBASTIAO MARQUES,539,,PARQUE SAO JOAO,83212-010,GLP,05/07/2021,80,,R$ / 13 kg,LIQUIGÁS
NE,CE,QUIXADA,JEFFERSON CAVALCANTE CASTRO, 29.250.522/0001-23,AVENIDA ESTADOS UNIDOS,1455,,PLANALTO RENASCER,63901-027,GLP,05/07/2021,85,,R$ / 13 kg,BAHIANA
N,PA,SANTAREM,VIEIRA GAS E AGUA EIRELI, 34.049.708/0001-59,ALAMEDA VINTE E DOIS,201,,AEROPORTO VELHO,68020-320,GLP,05/07/2021,90,,R$ / 13 kg,FOGAS
NE,BA,GUANAMBI,TERCERIZA COMERCIO VAREJISTA DE GAS LTDA, 10.408.501/0001-65,AVENIDA DEOLINDA MARTINS,880,,SANTO ANTONIO,46430-000,GLP,05/07/2021,85,,R$ / 13 kg,BAHIANA
S,PR,PINHAIS,GAS PEREIRA CURITIBA LTDA, 30.585.959/0001-05,AVENIDA MARINGA,3016,,EMILIANO PERNETA,83324-442,GLP,05/07/2021,90,,R$ / 13 kg,ULTRAGAZ
S,RS,SANTA CRUZ DO SUL,MOSCHETTA TRANSPORTES E DISTRIBUICAO LTDA, 06.925.544/0001-40,RUA BARAO DO ARROIO GRANDE,396,,ARROIO GRANDE,96830-504,GLP,05/07/2021,93,,R$ / 13 kg,ULTRAGAZ
NE,SE,ARACAJU,REDE DE POSTOS PRESIDENTE LTDA, 32.864.795/0020-35,TRAVESSA J DIST INDUSTRIAL,4818,,INACIO BARBOSA,49042-190,GLP,05/07/2021,85.9,,R$ / 13 kg,LIQUIGÁS
SE,MG,PASSOS,RSS DISTRIBUIDORA DE GAS LTDA, 19.329.593/0003-24,AVENIDA JUCA STOCKLER,2041,,JOAO PAULO II,37901-506,GLP,05/07/2021,88,,R$ / 13 kg,CONSIGAZ
N,PA,SANTAREM,DENISE CRISTIANE ARAUJO VIEIRA, 27.228.194/0001-33,RUA TAMOIOS,873,,SANTO ANDRE,68022-125,GLP,05/07/2021,95,,R$ / 13 kg,NACIONAL GÁS BUTANO
N,TO,GURUPI,NELSON DA SILVA BRITO EIRELI, 34.229.584/0002-74,RUA D,2312,QUADRA11                  LOTE  08,LOTEAMENTO SETOR MALVINAS,77402-970,GLP,05/07/2021,110,,R$ / 13 kg,NACIONAL GÁS BUTANO
SE,SP,RIBEIRAO PIRES,COMERCIO DE GAS MULTIMARCAS AGUA E VIDA EIRELI, 32.087.501/0001-43,RUA PROFESSOR ANTONIO NUNES,484,,SANTA LUZIA,09430-380,GLP,05/07/2021,84.99,,R$ / 13 kg,BRANCA
SE,SP,DIADEMA,GASBOM DIADEMA COMERCIO DE GAS LTDA, 35.294.630/0001-09,AVENIDA DOM JOAO VI,499,,TABOAO,09940-150,GLP,05/07/2021,91.99,,R$ / 13 kg,CONSIGAZ
SE,MG,IPATINGA,ELIONAI MAXWEL FERREIRA FRANCO 13120505609, 24.622.803/0001-46,RUA JOAO-DE-BARRO,331,,VILA CELESTE,35162-519,GLP,05/07/2021,88,,R$ / 13 kg,BRANCA
S,PR,LONDRINA,W V G COMERCIO DE GAS EIRELI, 34.335.188/0001-40,RUA RIO GRANDE DO SUL,364,,CENTRO,86026-080,GLP,05/07/2021,98,,R$ / 13 kg,SUPERGASBRAS ENERGIA
SE,SP,AMPARO,POSTO GIGANTE AMPARO LTDA, 17.336.727/0001-47,AVENIDA FIORAVANTE  GERBI,605,,RIBEIRAO,13904-060,GLP,05/07/2021,90,,R$ / 13 kg,BRANCA
SE,MG,UBERLANDIA,ALINE GOMES GAS E AGUA EIRELI, 36.057.171/0001-02,AVENIDA ALIPIO ABRAO,1853,LOJA  REVENDA GLP,GRANADA,38408-758,GLP,05/07/2021,92.99,,R$ / 13 kg,SUPERGASBRAS ENERGIA
S,RS,TORRES,COMERCIO DE COMBUSTIVEIS BOLAO LTDA, 18.036.381/0004-77,AVENIDA BARAO DO RIO BRANCO,1085,SALA  02,CENTRO,95560-000,GLP,05/07/2021,89.98,,R$ / 13 kg,ULTRAGAZ
N,AM,MANAUS,RAFAEL ALVARES LIMA GOMES XAVIER, 34.228.963/0001-69,RUA CHARLOTTE,894,,CIDADE NOVA,69095-636,GLP,05/07/2021,92,,R$ / 13 kg,FOGAS
N,AM,MANAUS,J FERNANDES ARAUJO, 35.771.389/0001-53,RUA BOLDO,21,S/N,JORGE TEIXEIRA,69088-399,GLP,05/07/2021,92,,R$ / 13 kg,AMAZONGÁS
SE,SP,JOSE BONIFACIO,LUANA MAIRA CARRETA 44667157852, 27.705.878/0001-89,RUA PIRATININGA,879,,SANTA TEREZINHA,15200-000,GLP,05/07/2021,90,,R$ / 13 kg,NACIONAL GÁS BUTANO
S,RS,PORTO ALEGRE,CAMILA ROCHA CAMARGO, 27.237.123/0001-05,RUA DONA FIRMINA,424,CASA,SAO JOSE,91520-210,GLP,05/07/2021,82,,R$ / 13 kg,ULTRAGAZ
N,PA,BELEM,G2F COMERCIO DE COMBUSTIVEIS LTDA, 34.808.701/0001-73,AVENIDA TAVARES BASTOS,1533,A,MARAMBAIA,66615-005,GLP,05/07/2021,97.99,,R$ / 13 kg,BAHIANA
SE,SP,SAO VICENTE,MENEZES & MENEZES REVENDA DE GLP LTDA, 34.792.800/0001-04,AVENIDA CAPITAO LUIS HORNEAUX DE MOURA,600,,JARDIM PARAISO,11370-500,GLP,05/07/2021,87.99,,R$ / 13 kg,ULTRAGAZ
SE,SP,LINS,MAURO ELIAS BARBOSA, 05.876.635/0001-70,AVENIDA DA SAUDADE,1442,,RIBEIRO,16401-451,GLP,05/07/2021,90,,R$ / 13 kg,BRANCA
SE,MG,SAO SEBASTIAO DO PARAISO,FAST COMERCIO DE GAS LTDA, 36.289.343/0001-65,RUA SARGENTO LIMA,55,,PARQUE SAO JUDAS TADEU,37950-000,GLP,05/07/2021,85,,R$ / 13 kg,ULTRAGAZ
SE,SP,OURINHOS,S. M. GASPAROTO COMERCIO DE GAS, 36.472.648/0001-08,AVENIDA VEREADOR MUCIO CORREIA DA SILVA,1940,,JARDIM SANTA FE IV,19910-120,GLP,05/07/2021,87,,R$ / 13 kg,ULTRAGAZ
SE,SP,VOTORANTIM,VITOR CANARINI DA SILVA 35123518835, 16.845.129/0001-30,RUA ANTONIO ANTUNES DE ASSIS,155,,VILA PEDROSO,18117-540,GLP,05/07/2021,90,,R$ / 13 kg,BRANCA
NE,PI,TERESINA,M & P COMERCIO DE GAS LTDA, 33.847.388/0001-10,RUA BENEDITINOS,1901,LETRA A,MACAUBA,64016-088,GLP,05/07/2021,90,,R$ / 13 kg,ULTRAGAZ
CO,GO,APARECIDA DE GOIANIA,SUPERMERCADO MANANCIAL LTDA, 29.499.477/0001-45,RODOVIA ANTIGA GO-352,SN,QUADRA15                  LOTE  21                  FUNDOSCOM LOTE 11,PARQUE TRINDADE II,74927-020,GLP,05/07/2021,95,,R$ / 13 kg,LIQUIGÁS
SE,SP,AMPARO,J L DAOLIO E CIA LTDA, 43.460.336/0008-16,RUA GALVAO BUENO,121,,CENTRO,13900-267,GLP,05/07/2021,99,,R$ / 13 kg,BRANCA
S,RS,SAO GABRIEL,ROBERSON DA CRUZ PIRES, 31.025.875/0002-52,AVENIDA ANTONIO MERCADO,1959,,3 DE OUTUBRO,97314-230,GLP,05/07/2021,85,,R$ / 13 kg,SUPERGASBRAS ENERGIA
CO,GO,CALDAS NOVAS,DISTRIBUIDORA DE GAS MANSOES LTDA, 34.498.237/0001-66,RUA 12,SN,QUADRA47                  LOTE  01-B,MANSOES AGUAS QUENTES,75694-318,GLP,05/07/2021,90,,R$ / 13 kg,LIQUIGÁS
SE,SP,SUMARE,MATAO DISTRIBUIDORA DE GAS LTDA, 35.676.231/0001-02,AVENIDA PIRELLI,14,,JARDIM SAO GERONIMO (NOVA VENEZA),13179-131,GLP,05/07/2021,79.99,,R$ / 13 kg,LIQUIGÁS
NE,BA,SALVADOR,J COMERCIO VAREJISTA DE GAS LTDA, 36.348.726/0001-67,AVENIDA AFRANIO PEIXOTO,6A,TERRENO,LOBATO,40470-630,GLP,05/07/2021,71,,R$ / 13 kg,LIQUIGÁS
S,RS,SANTA CRUZ DO SUL,EVANDRO DA ROCHA, 37.021.919/0001-71,RUA SENADOR SALGADO FILHO,234,,AVENIDA,96815-248,GLP,05/07/2021,92,,R$ / 13 kg,SUPERGASBRAS ENERGIA
SE,SP,BOTUCATU,CUESTA COMERCIO DE GAS LTDA, 36.928.756/0001-42,RUA DOUTOR JAGUARIBE,1010,,VILA NOSSA SENHORA DE FATIMA,18608-155,GLP,05/07/2021,81.95,,R$ / 13 kg,LIQUIGÁS
SE,MG,UBERLANDIA,UDI COMERCIO DE GAS LTDA, 37.278.479/0001-32,AVENIDA SEME SIMAO,1820,,BOTANICO (LOTEAMENTO),38410-675,GLP,05/07/2021,89.99,,R$ / 13 kg,ULTRAGAZ
N,TO,GURUPI,L G DA SILVA LODI, 36.905.816/0001-01,RUA 21,38,QUADRA47                  LOTE  08,JARDIM TOCANTINS,77440-270,GLP,05/07/2021,110,,R$ / 13 kg,NACIONAL GÁS BUTANO
NE,PE,ARCOVERDE,A O FIGUEREDO COMERCIO DE GAS LTDA, 37.420.688/0001-79,AVENIDA CONSELHEIRO JOAO ALFREDO,297,,BOA VISTA,56517-100,GLP,05/07/2021,85,,R$ / 13 kg,BRANCA
N,TO,GURUPI,E R PIRES, 36.478.658/0001-50,AVENIDA PARAIBA,2177,QUADRA91                  LOTE  05,SETOR CENTRAL,77410-060,GLP,05/07/2021,110,,R$ / 13 kg,ULTRAGAZ
SE,SP,SAO CARLOS,JOSE LUIS ALBIERI, 37.465.442/0001-13,AVENIDA BRUNO RUGGIERO FILHO,1321,,PARQUE SANTA FELICIA JARDIM,13562-420,GLP,05/07/2021,87.99,,R$ / 13 kg,NACIONAL GÁS BUTANO
N,AC,RIO BRANCO,AUTO POSTO VIA VERDE LTDA, 36.158.810/0001-18,VIA VERDE,3120,,PRAIA DO AMAPA,69906-644,GLP,05/07/2021,110,,R$ / 13 kg,FOGAS
SE,SP,SAO JOSE DO RIO PRETO,DE COMERCIO DE AGUA E GAS LTDA, 25.135.646/0001-07,AVENIDA DOUTOR ANTONIO MARQUES DOS SANTOS,991,,JARDIM SEYON,15050-500,GLP,05/07/2021,89.99,,R$ / 13 kg,COPAGAZ
NE,PI,PARNAIBA,GENES FONTENELE RIBEIRO, 37.515.630/0001-09,RUA OESTE,105,,PIAUI,64208-210,GLP,05/07/2021,100,,R$ / 13 kg,BAHIANA
SE,SP,MOCOCA,AUTO POSTO THAYMARA LTDA, 24.673.945/0001-32,RUA NICOLAU PAIONE,11,,CONJUNTO HABITACIONAL GILBERTO ROSSETTI,13737-420,GLP,05/07/2021,89,,R$ / 13 kg,BRANCA
S,SC,BRUSQUE,RESCAROLI COMERCIO E TRANSPORTE DE GAS LTDA, 00.080.249/0005-88,RUA SANTA CRUZ,350,ESQUINA COM RUA           AC 049 S/N,AGUAS CLARAS,88353-600,GLP,05/07/2021,98,,R$ / 13 kg,SUPERGASBRAS ENERGIA
NE,CE,JUAZEIRO DO NORTE,COMÉRCIO DE PETROLEO COLORADO LTDA, 00.198.451/0001-85,RUA   DOMINGOS CALAZANS,518,,TRIANGULO,63041-130,GLP,06/07/2021,97,,R$ / 13 kg,NACIONAL GÁS BUTANO
N,AC,CRUZEIRO DO SUL,CARDINAL E OLIVEIRA LTDA, 03.608.766/0005-75,AVENIDA BOULEVARD THAUMATURGO,1031,,CENTRO,69980-000,GLP,06/07/2021,110,,R$ / 13 kg,AMAZONGÁS
N,AC,CRUZEIRO DO SUL,CARDINAL E OLIVEIRA LTDA, 03.608.766/0004-94,AVENIDA LAURO MULLER,943,,JOÃO ALVES,69980-000,GLP,06/07/2021,110,,R$ / 13 kg,AMAZONGÁS
N,AC,RIO BRANCO,AUTO POSTO ISAURAO LTDA, 04.594.586/0001-10,RUA ISAURA PARENTE,1412,,ESTACAO EXPERIMENTAL,69918-216,GLP,06/07/2021,103,,R$ / 13 kg,AMAZONGÁS
N,AC,RIO BRANCO,AUTO POSTO CIDADE - EIRELI, 06.321.359/0001-47,AVENIDA NACOES UNIDAS,2123,,7 BEC,69918-093,GLP,06/07/2021,105,,R$ / 13 kg,FOGAS
N,AC,RIO BRANCO,COMDEPE COMERCIO DE DERIVADOS DE PETROLEO LTDA, 01.198.443/0002-82,ESTRADA JARBAS PASSARINHO,115,,PLACAS,69900-970,GLP,06/07/2021,104,,R$ / 13 kg,FOGAS
N,AC,RIO BRANCO,FARHAT & FARHAT LTDA, 06.057.934/0001-46,RUA SANTA INES,1036,,BAIXA DA COLINA,69901-313,GLP,06/07/2021,115,,R$ / 13 kg,FOGAS
N,AC,RIO BRANCO,T. M. COMERCIO DE COMBUSTIVEIS E DERIVADOS LTDA, 03.899.888/0001-34,RUA VALDOMIRO LOPES,793,,CONQUISTA,69914-460,GLP,06/07/2021,105,,R$ / 13 kg,FOGAS
N,AC,RIO BRANCO,AUTO POSTO JUNIOR LTDA, 63.605.703/0001-63,AVENIDA GETULIO VARGAS,3.149,,VILA IVONETE,69900-001,GLP,06/07/2021,100,,R$ / 13 kg,FOGAS
CO,MS,CAMPO GRANDE,YONAMINE & CIA LTDA, 03.228.111/0001-48,AVENIDA CALOGERAS,1472,,CENTRO,79002-003,GLP,06/07/2021,92,,R$ / 13 kg,LIQUIGÁS
CO,MS,CAMPO GRANDE,COMERCIO DE COMBUSTIVEIS CASTRO LTDA, 01.386.815/0001-13,AVENIDA COSTA E SILVA,930,,VILA PROGRESSO,79080-000,GLP,06/07/2021,83,,R$ / 13 kg,SUPERGASBRAS ENERGIA
NE,PB,CABEDELO,FURTADO & CIA LTDA, 09.220.427/0001-70,RUA DUQUE DE CAXIAS,293,0,CENTRO,58310-000,GLP,06/07/2021,90,,R$ / 13 kg,NACIONAL GÁS BUTANO
NE,PB,CABEDELO,AUTO POSTO INTERMARES LTDA, 41.198.466/0001-20, BR 230 - KM 09  QUADRA  74,S/N,LOTES 11-12-13 -14,INTERMARES,58100-100,GLP,06/07/2021,100,,R$ / 13 kg,LIQUIGÁS
NE,PB,CABEDELO,POSTO OPÇÃO REVENDEDORA DE COMBUSTÍVEIS LTDA., 40.965.634/0006-08,RODOVIA BR 230,S/Nº,KM. 13.2,BESSA,58310-000,GLP,06/07/2021,85,,R$ / 13 kg,LIQUIGÁS
NE,PE,RECIFE,SIVINI PETROLEO LTDA, 02.998.548/0001-06,AVENIDA BEBERIBE,3433,,PORTO  DA  MADEIRA,52130-000,GLP,06/07/2021,85,,R$ / 13 kg,BRANCA
N,RO,PORTO VELHO,POSTO MAIA LTDA, 02.745.235/0001-38,AVENIDA NAÇÕES UNIDAS,238,,NOSSA SENHORA DAS GRAÇAS,78915-040,GLP,06/07/2021,100,,R$ / 13 kg,FOGAS
N,RO,PORTO VELHO,JANETE N. C. ALVES, 00.820.119/0001-00,RUA JOSÉ VIEIRA CAULA,4712,,AGENOR DE CARVALHO,78909-490,GLP,06/07/2021,110,,R$ / 13 kg,FOGAS
N,RR,BOA VISTA,POSTO GP LTDA, 08.039.411/0001-00,AVENIDA CARLOS PEREIRA DE MELO,524,,JARDIM FLORESTA,69312-005,GLP,06/07/2021,109,,R$ / 13 kg,FOGAS
N,RR,BOA VISTA,ARNOGAS & CIA. LTDA., 05.939.533/0003-19,RUA JOÃO ALENCAR,696,,AEROPORTO,69312-042,GLP,06/07/2021,108,,R$ / 13 kg,FOGAS
S,RS,CAXIAS DO SUL,BONETO & CAPELETTI LTDA, 87.824.827/0001-06,AVENIDA RIO BRANCO,1993,,RIO BRANCO,95096-000,GLP,06/07/2021,99,,R$ / 13 kg,LIQUIGÁS
S,RS,CAXIAS DO SUL,SQUIZZATO COMERCIO DE COMBUSTIVEIS LTDA, 00.547.721/0001-16,RUA ALEXANDRE RIZZO,877,,DESVIO RIZZO,95110-000,GLP,06/07/2021,96,,R$ / 13 kg,SUPERGASBRAS ENERGIA
SE,SP,CATANDUVA,VENI COMERCIO DE COMBUSTIVEIS LTDA, 02.268.482/0001-90,RUA OLIMPIA,680,,VL PAULISTA,15803-025,GLP,06/07/2021,84.9,,R$ / 13 kg,SUPERGASBRAS ENERGIA
SE,SP,GUARATINGUETA,AUTO POSTO VIP DE GUARATINGUETA LTDA, 05.073.919/0001-29,AVENIDA BASF,15,,ENGENHEIRO NEIVA,12521-130,GLP,06/07/2021,80,,R$ / 13 kg,BRANCA
SE,SP,GUARATINGUETA,CÂMARA AUTO POSTO LTDA., 02.548.573/0001-80,RUA ALEXANDRE FLEMING,363,,PARQUE DAS ÁRVORES,12113-100,GLP,06/07/2021,85,,R$ / 13 kg,LIQUIGÁS
SE,SP,GUARATINGUETA,CÂMARA EMPREENDIMENTOS COMERCIAIS LTDA., 04.802.471/0001-74,RUA MANOEL ANGELO DA SILVA,451,,BEIRA RIO 01,12517-610,GLP,06/07/2021,83,,R$ / 13 kg,BRANCA
SE,SP,MOGI DAS CRUZES,AUTO POSTO JOAO XXIII LTDA, 66.678.251/0001-38,AVENIDA JOAO XXIII,SN,,JD CINTIA,08830-000,GLP,06/07/2021,89,,R$ / 13 kg,LIQUIGÁS
SE,SP,OLIMPIA,HIROCHI & LUCIANA KITAGAWA COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA, 06.940.454/0001-29,RUA SIRIA,473,,PATRIM.S.J.BATISTA I,15400-000,GLP,06/07/2021,75,,R$ / 13 kg,SUPERGASBRAS ENERGIA
SE,SP,OLIMPIA,HIROCHI E MILEINE KITAGAWA OLIMPIA LTDA, 38.802.476/0001-19,AVENIDA AURORA FORTI NEVES,S/N,,CENTRO,15400-000,GLP,06/07/2021,75,,R$ / 13 kg,SUPERGASBRAS ENERGIA
SE,SP,OLIMPIA,KITAGAWA & KITAGAWA LTDA, 01.002.465/0001-44,AVENIDA DR. ADHEMAR PEREIRA DE BARROS,480,,URBANO,15400-000,GLP,06/07/2021,75,,R$ / 13 kg,SUPERGASBRAS ENERGIA
SE,SP,SANTOS,AUTO POSTO VIA UNO LTDA, 08.809.528/0001-18,AVENIDA SENADOR PINHEIRO MACHADO,283,,VILA MATHIAS,11075-907,GLP,06/07/2021,99,,R$ / 13 kg,ULTRAGAZ
